id,Sentence,Label
38785,hussork salmankhanc taran adarsh salmanuniv aslidevil salmanaabdi http co oaeejeltzm,neutral
2705,aamaadmiparti arvindkejriw sirfsabko yaad dilaiy flyover aapn crore crore crore cro http co,negative
6187,ani hindu hater shekhargupta deshobhaa come critic report thi nonsens behavior deshdrohi dodo,negative
24228,gemsheldrak oh 'm sorri hear reader super nice 's hard grow audienc updat rate sighhh,neutral
22397,royalgurrl realli n't love apn see etni nafrat q,neutral
13907,muraadoffici hate kon karraha yr bach lkn batameezi promot krna theek nhi aag http co cnghnqtwwa,negative
20321,areebasandhu kun gya chor kr apko massom kuri,neutral
36060,golgappa sinc last one month laila also oont majnoo pich pich bhav nahi de rhi bc,neutral
21198,kartik mznboy beingdeoria desh bare mat sochna,positive
36409,dsr punadiya hindibhasi galti jais hindi bahiskar rahe hindibhasi unka kyu http co zynwhqsfhf,negative
22352,dgpgujarat ahmedabadpolic sarm nahi bjp rss chaddi dhari logo mla h janvar gadha http co,negative
19252,aqeelsay q apko kya jalan horahehi odi match bann gussa es per nikal raheho,negative
23484,begharaton kami nahi aik dhondho hazar milt shb moka hath jane na dena sirf http co,negative
33039,rt iamshainajay megan grab fuckin phoneeee theestallion love muchhhh http co,positive
44457,chawleinnamaro team pakistan haraegi wo pakistaniyo buri lgegi ruko thore din abhi pak vs au b hoga,neutral
37614,rt iamsrk busi busi busi time think box ted talk listen learn tedtalksindianayibaat starplu,neutral
13960,rssurjewala incindia ndtv forget kumar ketkar best chamcha vadra clan,neutral
35113,gautamgambhir sir aapka post guss bhara h aapko sanyam shabdon shaleenta lani hogi modi ji h http co,neutral
42843,rishav nahi vaha log itn educ direct isi placement lete,negative
19164,accha bsdk bata hack swap pradesh vidhan sabha kab kais hua,negative
26880,multan un unwomenuk unicef pakistan sirjadeja yeh bhakton auqat hindutva hindu namard http co,negative
8104,imayak oh haha ju visit veri rare caz visit song play yeh galiyan yeh chobara yaha http co,neutral
19028,rt bgt 're excit amaz bt twt perform bgt stage tonight trust us wo n't want miss second,positive
35037,ra bie baba barkha bangali driver wale talk bout bahut pahuch huy baba sorri minist http co,neutral
20278,amitshah narendramodi aapko manya pradhan mantri ji shapath grahan bahut bahut shubhkamnay http co,positive
21785,buttbuttmuneeb damndelusion la li sweet kind mehrban smjhdar handsom orrr achi lectur b dyte h,positive
35671,mat ri peopl around globeeeeee eidmubarak kosongkosong,neutral
25586,niiravmodi vinodkapri journalist inna trial nervou feel nahi raha kya,neutral
19231,exactli hum toh loyal apn shw taraf watch tv n give trp till veri last episod jaat http co mxlltyfzxm,positive
33662,uppsc ayog worker union bna li cm letter diya aitraaj bat tarik stf constitut http co,neutral
29446,rt sarcasticston random girl 're cool baar pakdo toh shi fir pta chlega kitna garam hu girl ajeeb chutiya tu bc,negative
6005,taran adarsh best next chindi hit like kesari b grade actor best phase,positive
14537,jmih bb sef chale thi summer differ,neutral
37238,rt belanwali jaguar car girl whatev ferrari car girl didi jcb girl didi hogi te,neutral
20905,aaj gyaan boy suno galti repeat galti ladki attitud ego mat dikhana q tu nhi deg http co,negative
38093,profkapilkumar zainabsikand truth incom tax rt kark dekho inki kom sirf lutna haq zamana janti yogdaan karna nahi,negative
24211,pankhuripathak rahulgandhi sabs pehl toh sare buddon nikal yuvaon lana padega sirf bait malai kh http co,neutral
30698,aneetaradoja mojumdarmonisha filmfar kattu vo jeez bad toh sad hone fayada nahi http co,neutral
28027,topi vopi ladai nahin thi logo aapa jhagada jise kais log hindu muslim http co,neutral
37825,achanak abdullah mirwaiz jais log panditon itn hmdrd kais gay kahi aisa nahi inka plan terr http co,negative
42277,anjanaomkashyap umid krta hu problem show kre ge na hindu muslim pe logo bitch http co,positive
8455,zeenewshindi ghanta mat sale marn publicli maut dikhao chutiy dareng tabhi attankwad dur raheng,negative
41885,inhi comparison hummara world cup guzar jata bus end hummari team bahir hojati tourn http co,negative
3155,rt alyahpmiranda te juro que te perdono pero nunca olvido de nada ni de lo que hicist ni de c mo doli,neutral
42944,congratul belov cheif minist andhra pradesh ys jagan mohan reddi ysjagan god bless richli abundantli,positive
6568,nupursharmabjp congratul best wish sub sub vika sub vishwa yehi h sub bharat veer bharat,positive
24839,amankayamhai et kasai beez nikammi teri apni chhatt roof kharab http co,negative
64,atheist krishna jcb full trend chal rahi aa,positive
11530,khiladisarpita pk srkxfanboy akkian beast block kr sale jlte dusro kam star gar bhetha dono nall,negative
15352,republ rehn de beta tums na payega aisi nautankiyon vote bank polit karn walon janta jabab b http co nfufgwldvf,negative
9929,gandu muslim gud hindu logo maro inko behan chod muslim utho maro hindu kutto buzdil http co akvvzkizhl,negative
40236,voiceofmybharat salut sir ji appko pleas chang,positive
37799,need lose lb make two week wish good luck lol come get hurrr,neutral
34220,riseofburnol momedan yeh kyun nahi sochta ramzan k mahin allah paigambar bheja modi k roop http co,neutral
14302,wese rahulgandhi toh full patli gali nikal liy elect result bad toh media pe http co,negative
13711,smritiirani bilkul sahi kaha aapn ji tarah haar baad aapn kaam karna nahi choda darshata http co,positive
44209,rt srbachchan one kind word chang someon 's entir day wait love n smile long amitj,positive
33880,atram shatram urbanxpunjabi hona gender mat chang kr tu bc aisi lappad logo friend ni bnata,negative
12229,zeenewshindi sir logo aps bahot ummid h best wish citizen,positive
27637,ruko isko mai repli deta hun abhi gayab jayegi http co,neutral
4577,sushmaswaraj madam aapn desh hit kam kiya us liy aapko dill badhai deta hu behtar swasth http co,positive
2557,acharyapramodk mitali ji haramkhor ladna nahi chaha raha isko phasa diya gaya http co,negative
22585,late ok hbd fave twin bb galz miss much ahhh hope u guyz well hop http co,positive
17654,rssurjewala bc ga cylind milta 's enough need gyan looser 's like corrupt congress parti,negative
22376,sadhavi amitshah hathi daant hindi proverb know veri well mam,negative
32130,bewis chooseright gurmeetramrahim ji good morn guru ji plz bless sewa simrn parmarth nd good health pl http co,positive
15372,pmoindia teen mah purva hospit udghatan hua magar aaj tala nahi khula kindli doctor 's baha http co,negative
32399,rt truth iv e panchito agi iri chale lime write season storylin ego bee,neutral
31056,desi ironman kya ahmedabad kahi nahi mil rahi kismat khrab,negative
26258,nahi wo wohi sidrah bibi wala ackunt ji kabi bilaw b promotd krta gai maryam baji pura http co sutqjatvpd,neutral
10427,jai shree ram dubara aan liy bjp p modi ji amit sah ji seth pure desh washiyo dil bahut bahut http co,positive
12667,rt victoriouslogan june offici halfway thru year mind blow,neutral
12656,nahi dekhi raaz everyth superb song best horror b shandar http co,neutral
45010,pakiatan har gyaa liken yeh world ha http co,positive
6106,bjp year show congress u ese dhol peet te rhoge bs tums machhar na marega,negative
13637,maa gaali deta h kahta h ladkiyon respect karta hoon bhaiyo iska karta rahta maa gaali de k http tco,negative
30992,weuttarpradesh lkopolic uppolic second video clip adhar pe nirnaya na banay polic kaam karn de,neutral
43731,fawadchaudhri paypal barha acha bnda lgta hr barhi izzat baat kr rha kaash saar http co,positive
27594,nyaika kwe ba go phasa di ba 's difficult,neutral
23539,fiazmahmood maryamnsharif asifa haq banta maryam tarh asifa apn baap jail http co luck asifa,negative
15902,shafiazubairinc sir evm nahi band hogi parti nahi jeet sakti modi bjp alaawa ev http co,neutral
22460,rt iamsrk thk u everyon give much love badla congratul whole team especi srbachchan taapse sujoy g,positive
2295,rt pandugadu jai kisaan jai jawan urstrulymahesh garu see thi sarilerunekkevvaru,neutral
31236,love much thank mga eat muaah joanbual mmintoffici http co,positive
10178,xainkk ali muhammadpti allah kare sare ptm wale kutt maut marein logon perchay rone wala http co,negative
35516,adeelsyedx iamamiroffici agr mehnat kr k haar b jaen dukh nh hoga na gussa ayega lekn log inteha k http co,positive
20310,vikassaraswat shefvaidya kyu khoon nahi khoul rahi mr jhasanjay n kanhaiyakumar news pe state http co,neutral
25350,rt sudhirkamathgm shatrugansinha sherryontopp dono parti dhoka diya dononko bjp mei entri dhobhi,neutral
18093,rt hafsa shafiqu drop name 'll ask question age height fav song birthday bad habit best friend goo,neutral
16139,atulmishrakesco amitshah myogiadityanath narendramodi bhai hogey nahi es mai nahi kah sakta http co,neutral
31116,narendramodi mlkhattar isi vjh toh pure desh aapko chuna sir best,positive
6490,sushmaswaraj im proud u mam n thank u much aapn kam bahut achi tarah nibhaya hum apko hamesha http co,positive
17094,yaad rahay yeh tarjuman bina salari sahooliyaat haain siraf media kay talk show hissa laaingay,negative
9849,impakistanilad sarfaraza banda ail haar pe ronay dhoni k drami shru kr dy wo hamdardi haqdaar nhi hy http co,neutral
32708,maniayesir pakistan kab jaog khurshid mil nahi bachayeng india bar http co,neutral
26615,aamir beingsalmankhan thank much bhai bharat jude detail dete mai saal aapka youtub http co,positive
25431,kailashonlin arjunrammeghw bikan saan arjun ji jai shree ram http co,positive
39260,amar wo diwan lipat sote ser niya matay hoti jink aancal lipat http co,positive
37512,mamta ji nara jai bangla jai hind ism kauns hind baat krti jisk pm pm nhi maanti us hind http co,neutral
43111,manojsinhaoffc feel bad hare nahi aapko haraya gaya ahir chamar musalman tino milka http co,negative
45131,mayb i'ma new blink n't know year bhut trust jenni kim feel u http co,neutral
14402,khalid afridik espncricinfo world cup kabhi hum jite nahi kah rahe nahi dart,negative
17571,roylakshman cnbc awaaz u r best sir,positive
26924,imfauji tekhi mirchi abay bhosdik chutiy nikal idr daali bachay ghasti salay lele tweet ja ise rt http co,negative
19142,manzoorpashteen mjdawar chahi log trump raat wala baap bana lo modi din wa http co,neutral
9865,tere baap nawaz shrif tu bulaya modi q us tu modi maa sari b bheji thi http co,neutral
17018,sanjayazadsln gautamgambhir kya galat kaha maan kuttey blame lagay woh tumhari baj http co,negative
19966,rubikaliyaquat rubika ji congress kareb seet mileng sbse best news chennal abp news,neutral
39333,hitachihom issey badhiya cutom product becht waqt hath hath poison dedia karo kyuki servicr naam pe http co jvpmyilysl,positive
9286,rt saw ulaganayagan ikamalhaasan sir vishwaroopam cant wait share guy,positive
28909,coldwardud therealpcb tere maulwi abbu ispr bola chutiy sun fir paf sitf lock kiya bhag gay http co,negative
28063,jhatu log sala game enter nhii pate pubgmobil pubgmobil glitch sahi krte http co,negative
16377,aapkadharam sirji ais mp dil janta mant dil kam kart apko rajneeti moh n http co gqmgxdxsbd,positive
39163,rt good morn sweet sweet papa gurmeetramrahim ji plz bless sewa sumiran parmarth bal bak,positive
24355,rt modiwinn ink treatment layek aaaaaaahospit nahi banwaya ink aapno kahat,negative
34519,aaj shuru krna hy isi liy bta rha http co,neutral
2069,waglenikhil waglenikhil ism modi ji dosh mat hate karn layak sharam aani chahiy aisa http co,neutral
26856,vorrect harman wa marri say correct wrong harroz unka mann padhti hu j http co,neutral
24337,masti sabh mast ba http co,positive
7426,salut hy tumh dher sari duaayen http co,positive
18760,ani bina ministri k server nahi sakt desh ministri maal milta isiliy sabm desh seva bhawna jaag gayi,positive
19676,wo puchna k world cup b bangladesh south africa haraya kiya,neutral
16915,chandigarhamritsarchandigarh review love u igippygrew ustaad g love u g dher sara pyaar movi lyi http co,positive
44998,thewir wire wale khullam khula fake propaganda chlane k liy utar aay h hadd h aisi chaatukarita congress patth,negative
14785,anjanaomkashyap upsssc exam delay cancel rahe es per debat kyo nahi jabab lena bala age http co,neutral
12686,rt shahrcasm modi sarkaar aan liber samaaj shok vatavaran nahi likh raha rw wale pareshan rw wale gussa rw w,negative
39467,aajtak arvindojha saala bhaat mata jai kyu nahi bol sakta bola mana kiya nahi bo http co,positive
44551,rt lisaaa mari thi wa best game http co,positive
880,dil k khush krni ghalib khyal acha ha myth http co,neutral
17628,xadeejournalist lanat teri shakal pay kothay paidawar sala zaidi,negative
17553,ramlal narendramodi kisano fasal dam sahi nahi fasal vima nam per lut kisano sahi fasal dam ja http co,neutral
8201,happi birthday dabangg girl sonakshisinha wish mani mani happi return day http co,positive
13532,rt parikshitkaul dure recent visit varanasi get know famou thaggu laddoo kanpur thank,neutral
988,sammaniya p modiji wa amast kendriya mantrymahoday bharat pratinidhitwa sambhal hardik subhkamanay http co,positive
15966,subh ratri good night sweet dream http co,positive
13756,rt txt bighit excit perform tonight iheartradio wangotango show start pt onli http co,positive
2281,maryamnsharif day success salut mian sahib realli deserv fr love n respect whole nation wait http co vcmngcoubx,neutral
12559,irshad chandni chand hogyi sitaro kya hoga agar memer logo dar lagn laga sala meme http co,neutral
44882,modi ji pranam hamar bharat sabs bada masla ram mandir vo jald jald banvan py reya http co,neutral
8519,rt ur sibl dr khalid ali c harkati kbhi nhi,neutral
19765,shobhabjp madam ji bangal dang bhadk h wajah nahi gayi h uska statement waha situat pata kijiy,neutral
35302,faryzai haay love travel gon na meet pukhtoon brother side border,positive
12905,na smajh nayi sarkar janta unh bahut adhik seat k sath jitaya unh dhyan rakhna hoga unh http co qbdxcjtugb,positive
19016,abpnewstv oath take ceremoni pm countri circu drama sadm bahar nahi nikl kya,negative
28528,rt pechetoh dekho choti height big problem choti soch big problem dude,neutral
15110,latexjulia love much latex julia look sexi wear latex suit,positive
20404,rt cri fact im see boy thi month im ganna happi w friend im ganna safe space,neutral
26440,mamataoffici gajab krte didi hindu aadmi sadak pe jay shree raam na bole haa didi ram naam http co,neutral
13116,rt amandagideon best friend dad send thi http co,neutral
14180,sky larkaa pta ni us din b dil krta btana k ni wase yeh wja ni aiven e bs,neutral
16905,vivekagnihotri libraandu aapn open space de diya saal gandagi phaiilaayeng,negative
23410,rt sotong bakar omg janna nail thi scene cariakudisyurga,positive
12661,javedchudhri ahsaniqbalmna pakistani media per nach gana band hona chahiy raat bajey tamam tv channel band honey chahiy,negative
18453,ptioffici shame ashrafia kitna maal jama kerog haram khoro yahim chor mar jate lalac http co,negative
27449,rubikaliyaquat faltu beha band kre dharmik bhawany badkana band kre congress start hindu muslim fi http co finlcncnbk,negative
15105,bbcurdu pahthon sai chor bzari gram kr rkhi kaptan chpal k name pe inki chpal puchta nhi oqat http co,negative
37549,ahm wb sarahjawadkhan bc tv pr dekhta kon bat isko baji ny kan batay thi kya,negative
1699,acharyapramodk pakhandi dharti bojh kutto tulna apni kare kutt puch sidhi sakti h http co,negative
2278,beta tu congress presid bann rahe amit shah bjp presid nahi hum jeeteng http co,negative
24077,narendramodi wow love ador realli maa ashirbad bada duniya nhi maa ashirbad ji http co klmujioaa,positive
44385,rahulgandhi happi slowli sure head toward congress mukt bharat,neutral
27426,rodin meanboi sakshi behen sarcasm nam cheej hoti ugh dumbhead pic shoot accha nahi laga lmfao http co,negative
18113,jin imam parchi lgta babar selfish lgta imad worth smjh nai ati amir team mn kiun wapa aia nai http co,neutral
22680,abhi dil jeet liya kyn bhai mufta hy kyaa kisn kaha world cup jeeto haaro jeetna hy world cup http co,positive
24252,lambaalka madam bais delhi kon sa logo pari bana diya tarf gandgi kudda jais ghatiya po http co,negative
9843,super tire day thank god food sirf khane sahara mujh khoob barish mile kisaano,neutral
5093,c h r oye chutiy bol rahe mujh yeh dekh tera tweet copi kia ullu patth kahi time http co,negative
12743,sarfaraza thank wear nation dress open ceremoni us proud http co,positive
12625,worldvictorioussaint saraswati marg darshan karn wala taran taran asia khand ji desh naam hindustan hind http co eysxraaqnj,neutral
8276,santoshgangwar ji bareilli flight chalu hongi nahi promot gaya apni constitu dekh lo,neutral
6803,hardeepspuri amritabhind doc goi moca goi mohua india sir best wish aaps kaafi ummed judi huye,neutral
26210,mai kehta hu pure india beef slaughter band kr deni chahy khash taur muslim ise khana band kr http co,positive
145,sureshchavhank abe kutt sakal k musalmaan wazah tere ghar roti chal rhi tere andar dam toh http co,negative
6638,singhketan video khali thode naa kagta ikka dukka dekh video dekho sahab happyfi v dekho,neutral
32180,gautamgambhir rpsingh pragyanojha sir aapko bahut ummeedo desh sarvoch sth http co,neutral
7173,amitshah rajnathsingh sardanarohit sudhirbhardwaj bjp kaam krne valo kami nahi ha http co,positive
14761,hame ghanta farak nahi padta kya socht shehzad jee http co xncmxbsjbz,neutral
8468,bhar jholi meri muhammad http co ulcezqkswh,positive
43308,rpfcrbsl drmbsbner railwayseva drmncrald sir aaps nivedan abhi http co,neutral
13717,fawadchaudhri minist shab necta nahi nacta huta kissi hathi k bachyy,negative
36955,rahulgandhi apn suna hoga maa-baap k karmo fal bacho bhugtna padta h logo k http co ygjgsusnvl,negative
40066,mynat kyu fake news faila rahe nitish kumar clear kiya ummid nahi wire l http co,negative
7331,waglenikhil rotudu wagl ha ha ha enjoy thi even enjoy elect victori parasit http co,positive
