id,Sentence,Label
25483,modi ji rahega lekin pehl ram mandir banawao dhara hatao hindurastra ghosit karwao logo http co,positive
13396,indiatoday pagol kuut samn roti dalna sahi nahi yeh sholay thakur saab bolk gey logbog saal p http co,positive
7897,rt smallssbabeyi im proud love congratul homi http co,positive
26915,muslim muslim muslim musalmaano unki khudki izzat desh hone naslo http co,negative
8238,akhileshpsingh hadd kamin pan aapko pata kev jail gaya bina order railway platform pa http co,negative
28701,indianexpress 's vishwa u guy want modiji u dont want even god come tel http co,negative
40128,roflvoic parti candid 's nahi dekh hoge ba modi jitana hey vote diy,neutral
14505,chaudharyumard nhi g ap trha nhi ptwari olad pakistani pakistan sy pyar krti h http co exmydngpoy,positive
22273,cpimspeak narendramodi manakgupta kabhi nahi sudhrog fact check fir bat chutiy,negative
35558,abpanandatv jai shri ram haz turn vand mataram day irajdeep republ amitmalviya http co,neutral
8199,best wish world cup eid mubarak muzaffar hasan nation gener secretari ljp http co,neutral
2144,sksushilm aarthik madad nahi wo pakistan aawam hak yeh rss propoganda public apn pa rakho,neutral
23844,kaafi dushman nahin wafa'dari daawa kyun karen think someth,neutral
8910,weirdlyprob nishupedia actual ink pass naaz karn liy bacha nahi haqikat pasand ban http co,negative
33576,rt afghannextdoor one tryna find perfect watermelon http co,neutral
28206,sweetnsaltyy match zaror dekhna dukh phr jhalna khel talent na parchiyo baserra,neutral
32666,jungkookmh sort like caus love pomeranian pictur chew toy litt http co,positive
26044,iaurentsai awwwi thank lau good morn,positive
19034,rt mean problem wa democrat vivek katori attent bheek mang rahe usp khoon laga,negative
13152,greet dearest friend shri ji birthday maa aashapura bless lot love happ http co,positive
17992,rt iam wonda thi month ramadan posit heart desir prayer famili friend grant insha allah,positive
23129,rt guy marwaadi roshan oye roshan meh jcb khudai dekh k aaya roshan http co,neutral
15581,indiatvnew zeenewshindi rajatsharmal sudhirchaudhari incindia yadavakhilesh arvindkejriw http tco,neutral
8604,rt ghost spotter sirf pauranik kathaon payi jaati thi vaastavikta iska sambandh nahi,neutral
20097,rt ani bjp leader vishwa sarang bhopal tabaadla udyog congress sarkar phal raha vidhayak vyapar kendrabindu h,neutral
5225,divyanshmohit gulbukhari apni indian fikkar karo pakistan hum dykh lyngi mukti bahini nahi ban http co,neutral
31039,roflgandhi sarkar jiski bunyaad pe tiki h wo aaj apn mukaam pe pahunch gayi laghusanka deri h fir http co,positive
41953,alvida mubarak duwa guzarish http co,positive
43996,mlkhattar sir modi name pr vot pada h ap kabhi ao yamuna nagar rajiv garden bank caloni dekho logo http co,neutral
18866,lambaalka jyda gyan na pelo democraci majak udana band kro thoda competit dete baat bolt thi http co,positive
28950,naushadale gauahar khan bhai ankush khush raho 'll pray u coz know nafrat kabhi http co,positive
36545,thi much sare tweet arsal support jiya man nhi wo chai nhi bana sakti yasit liy http co,neutral
2745,sardanarohit jaaz saab salo saal pend case soultion maza nahi aata inko public pais monthli case miljay,negative
38245,rt satguruterirhmt secretofposit derasachasauda gurmeetramrahim papaji dhan dhan satguru tera aasra good morn ji mugj tu,positive
31302,bachi piec maal rehmat,neutral
11709,rt kch mat kaho dil nahi wese shakal mjhe pata nahi aesa kch matter nahi krta http co,neutral
20225,thx everi singl memer make day u guy r amaz jcb jindabaad jcbkikudhayi jcbkikhudaai http co,positive
34859,rt zeetv non-stop hoga entertain kaun dega perform sabs best watch srgmplilchamp sat-sun pm beingsalmank,neutral
42434,shayri kanhaiyakumar fir atankwadi jaat musalman q hoti readi musalman h woh yeh baat q http co,negative
23986,hume yun bhula na paog http co,neutral
37553,squirrel soul toni stark dil toh leke ghum rha,positive
4443,mixedraita gund saal ac hall baith k mt bhonk yogendrayadav aukat h gurgaon k bnde c http co,negative
37414,bengal bjp mei tmc galat neta apn app bachan jogdan rahe iss parti support barn baj http co,neutral
26700,rt emenaio actual ars liverpool win good premier leagu joke still stand alreadi,positive
19318,happi birthday pretti girl thank u good agn memori card soon hahahahaha enjoy day http co,positive
19685,oryamaqbool jan sharam haya qimat lagwai liay kute seat miliy har haqomat k talway chatni wala,negative
16219,ppbajpai sir life sapna kabh din mulakaat kerna log netaaon k fan mai http co,neutral
14905,rt jaavedjaaferi iamsrk meezaanj sharminseg thank dear shahrukh love encourag,positive
13262,ani bhai shariyath tho pahel india may sirf muslim liyah rahegi inshallah http co webwjsbmyj,positive
33719,beingsalmankhan bharatthiseid bharat loveusalman superb look veri handsom http co kmqdsbnxvf,positive
30635,bohat pakhtono pashtunistaan nasha charha howa aj kal hosh jao wrna sach mar parh gi bar,negative
26753,dhup aarti shri sai baba mandir shirdi may baba bless happi world om sai ram http co,positive
9677,amitshah amit shah ji pleas jet airway employe bare kariy parivar wale bahut pareshan bhukh mar rahe,positive
20043,abroad properti rakh kr chhupan wal respectful aqam panama harami waseem abbasi,negative
27049,timesofindia rahulgandhi respect rahul sir dont disappoint u r great leader soch http co ycvqebnoua,positive
19215,searchus watch bet perf choreo kinda sexi fit shihyun much,positive
4647,jay bajrang bali http co,positive
41076,shahidholicwrld good wala sahi h thora bt bad last ajib h,neutral
4034,shannayakk haramzad hamar tukdo pe palta hamein aakh dikhata kutt tu pagal gaya http co,negative
25360,rt gangulishrabani haay entri toh aisi herowalientri best part today 's episod shaheersheikh yehrishteyhainpyaar,positive
33442,prisitanshu navjot ssidhu sherryontopp tajinderbagga majorpoonia kapilmishra ind incindia ins na payega,negative
24139,iamsrk year old declar record watch badshah time claim biggest fan http co,neutral
18846,yadavdimpl nahi mut sorri health depart sare hospit band karo pehl dhar gaumutra bimari http co llfzkmqlxb,negative
29030,priyanka prakash modi dada poti uns kehna chahti hun baar dada v sapat le dahej http co,positive
22594,rt 's easi make easi love u igippygrew bhaji hanji kida lagi movi chandigarhamritsarchandigarh jina ny nh,positive
12417,sardanarohit aajtak sir elect commis gali nai de rhe govt employe gali de rhe elect krata,neutral
31335,mixedraita tu bahut pitega ak din chutiy sale teri himmat kais hui voter idiot boln abe ujd http co,negative
39578,pmoindia pmo good morn modi ji binti hum log facbook pe unk liy din raat lage rahe modi ji k http co uaxkoblywj,neutral
36320,rt salman khan best fight scene movi see thismagazin instagram photo baghda,positive
14490,foujidil mderchod bharty sainik likhta h hrami aulad hindu hogya bs desh bhakt gaya gali teri may http co,negative
7639,atram shatram arey meri didi depress gyi bechari chlo din rr band hoga tweet kuki mjh http co,neutral
37806,rt alinaadyl chalo goiz follow hogy mujhi unfollow mt krna warna allah pochi ga logo muslmano jisko follow ba,neutral
27128,rt binsiii googl best friend sick beli wali haiiiiiii,neutral
18904,narendra damodar modi ji best vadnagar kamalka banshiwala shubh apka e jatra,positive
1681,talent thank god creat perfect gener person pray continu b http co actoibtamc,neutral
28730,sach keh raha deewana dil dil na lagana jhooth pyaar waad sare jhoothi pyaar kasm http co,neutral
1936,sonytv srbachchan naveen odisha nilamadhabpanda thank sir umid ahi jai jagannath swami,neutral
10559,pubg ni khelta tiktok use ni krta suta ni lagata girlz dm ni krta thi societi accept,neutral
15663,drjitendrasingh namaskar sir ji requst lakhnpur satwari chowk street light http co,positive
22673,chitraaum aajtak bjp nahi woh atankwadi h aour hindu rss nahi woh deshdrohi aaj kal b http co,negative
17068,chitraaum sabdo marham gahra jakham dur nahi hoga bacho bachiyo bhavbhini sardhanjali pari http co,positive
16439,rt cutiepai 'm sorri ca n't say tailor ny eid kapr kharab diy,neutral
24809,weuttarpradesh bareillypolic uppolic soch h logo ghatiya gareebo mar rah http co,negative
12827,pmoindia narendramodi modi ji e jisk paa zameen haius kisan samman nidhi yojna diya salana dene http co,neutral
6161,drosliyusof lfc thank much dato inshallah celebr star tonight ynwa,neutral
20134,rt lbi london join us tomorrow open night new exhibit network knowledg showcas institut librari,neutral
18960,chutiya hoo gandu cogress harn wali thi sub pata itn buti tarah haarnegi nahi pata lavd,negative
2018,bbmarathitrol colorsmarathi arey bhau iss bar budget kaam na lonavla direct goregaon filmciti set laga,positive
42965,piyushgoy manniya goyal ji avdhesh dubi jail dal diya kripya traino tte nd polic loot http co,negative
21441,hann sauru get intend joke funni sens humour anyway crazi kid,neutral
32574,yowulf ah thi cute love two,neutral
617,supriyobabul mamataoffici jai shree ram mamtaji pranam see mukhya mantri bank aashirwad jai shree ram,neutral
20345,railwayseva dr abhi voic drm kir proud 'm love modi ji final make digit india,positive
39591,baten khtam ni hoti baat ni hoti wali journey less hurt ask leav reason,neutral
7613,mamataoffici hello kaun ident side west bengal countri http co,negative
38713,acharyapramodk pramod acharya padvi di gadh acharya nahi bol sakt tumko kissa mal http co,negative
35265,kamaalrkhan bhai ajay good last movi point take akshaykumar great continu http co fmgluqdnsb,positive
15010,anilvijminist sir meri wife gya hospit chakker lagat abi tk doctor medisen nhi di http co,neutral
34399,saidalammahsud kutti harami namak haramii gooo back afgan,negative
266,asadowaisi pmoindia mp govt kamalnath h wese video viral h jism aapk shantidut bhai dukandar http co,negative
16713,sardesairajdeep besharam kitna baar tappad kayega tumara anti nation hindu muslim dukan bhand hogaya bunt http co,negative
28907,vikasbha fake video andh bhakt forc circul increas popular rate,negative
22798,love smell air back home dharan,positive
26042,pepsi hell yeah doe thi mean pepsi vanilla come back miss much,neutral
36095,zeenewshindi digwijay ji ais chunaw harn tension tension de gya sant wo http co,neutral
23804,rt bhatnagarbrij 's happi happybirthdaysonakshisinha http co,positive
14239,jewar airport vimlesh ji yeh vada nahi nibha rahe pehl kaha u purchas ani land stamp dut http co,negative
21196,thesamirabba hamari raksha bhagvan sakta q jahan system sarkar aaropiyon bacha rah http co,neutral
34663,congratul hon prime minist narendramodi victori want ur back n final ur back prachand bhumat,positive
29280,indiatoday sardesairajdeep iska toh video audio dekhna nahi bewakoof aadmi http co,negative
31391,rt aaliyahjay wtf pretti eye eye fuck eye thi video actual annoy imagin ignor shit,negative
37666,din baad iqbal k shaheeno advanc eid msg send krne dhora jna,neutral
14014,apni taraf aan wali takleefon apn gunahon saza mat samjhna allah bohat mehrban wo badl nahi l http co,positive
40785,bc light kat di abhi toh shuru nahi hua match uclfin delhi upar garmi alag maar rakhi,negative
20844,awasthi abpnewshindi abpnewstv rahul gandhi chowkidar chor nara bhut bhari pad gya kuki wo bail http co ykahipyxzb,neutral
24005,rt meh stuff salman continu fuck chindiwaali filmfar best luck mote bhain http co,negative
39372,satyanewshi sajish sakti bahut badi ise halk na le sarkar sena dono kyu bola usn aisa isko gira http co,neutral
23837,one better srk charm person swag yessa hero jiski villain role sbse jayda popular hoti http co,positive
23830,acharyapramodk sir oonki aadat may shumaar hbycot media deshwas pata chalegaki gandi naali k http co,negative
42705,kailashonlin kyu mamatabanrje us ravan tarah apn ap bhagwan samjhn lgi ais logo k http co,negative
39643,waqi boht bra haraami nahi bul k waldo zinaa paidawaar teri maan tangg th http co,negative
10743,congratul hounarbl prime minist shri narendar damod dass modi ji hum sabi bharat wasi yahi kaman http co,positive
38950,give free place 'll oper offici weatherman day behalf haha http co klbkofilih,neutral
12785,kesi log ap yr log tumh pakistan mustakbil keh rhi usi mulk bando galiya gy shame yrr http co,negative
17244,sardanarohit agar kisika naam entertain kark pet bharta h usm burai nahi h bohot sare com http co,neutral
29990,rt rambhuraj piyushgoy rail mantri ji tatkal wl ticket per charg kyu lagta sarkari loot band honi chayiy,negative
25861,wey madr neta ni siquiera lo intent,negative
33081,mizzl gaze movi bnay gi modi love dolli class fifth kahaani,neutral
16812,grad walk weirelementari kid veri excit see gofairfieldhigh sam yeto graduat senior http co nsenjffgwc,neutral
15664,possibl situatiin dkhne baad nd saari logic chz result jaannn baad aisa hona cha http co,neutral
30624,rahulgandhi ordin tear karna dictatorship thi haar maniy mahnat kark agay bde nahi pata nahi kya hoga,positive
37106,ifaheemashraf work hard come back strongli allha ha plan inshallha rock best wish,positive
20437,p india shri narendra modi ji p banan bahut bahut badhai k k patel advoc faizabad mb,positive
18938,starplu ayubnasirkhan tanvidograworld ishaansmanha nonsens pehl shrenu http co,negative
24194,rt willtharapp fake love wors real hate,neutral
16052,pun starr gadho batao obama presid presid nahi usney badhai sandesh nahi bheje,neutral
22350,zeenewshindi sudhirchaudhari sir sirf apka news channel dekhta becaus apka channel alway sachi news dekhata,positive
9187,samay samay baat dhruv rathe modiisnodivid timemagazin ispr kch boln himmat bc http co,neutral
23489,bsesdelhi faida nahi bhaiya yeh chutiy autom messag bhejt raheng,negative
6838,rt sme sparkler ms hoke mr koistinen retir bless us sme thank,positive
32635,tintin lindsay freak n geek love would die cool liter mind busin http co,neutral
25888,pankhuripathak congress parti media balo dhamki dete govern,negative
30450,nadia mirza kyon matlab english zubaan dua kart unki dua qabool nahi hoti gayi allah un http co sduirmwxtk,negative
22605,swetasinghat jayada bjp fake whatsapp websit advertis 's heir kark rakh hut modi tujs ummid na thi,negative
3570,rajesh satput cnbc awaaz hemant ghai aeharshada pandyapradeep sensexbaba buy thi level,neutral
41232,khan sb modi liay nahe bulaya k agar khan sb aajayeng tou indian media modi kochour kha http co,neutral
13198,happi birthday p'fluke wish good health khrab project come na life full bounti http co,positive
15967,desh mai karib crore muzlim incindia pure desh mai sirf crore vote mile matlab wanha vo http co,neutral
9323,best moment wa prithvi singh say launda seriou h total love http co iwchlalbsn,positive
10337,swear thi person fav walla noth without life realli grate sist http co,positive
9341,aapn kaam kiya iss inkar nhi sakta lekin aapko vote isliy nhi diya kyuki aapn itn galat decisi http co,positive
45057,rt ishibaloy extra big parang pagmamah sakanya hahaha ayieee love nay z http co,positive
27797,thoda sa aukaat dekh lena chahiy tujhs reallyswara nahi sakta bc fuc king http co vxwelisadp,negative
8642,kumaridiya pmoindia narendramodi hume gurav shreeman pm modi ji jaisa es new hindsthan sath sa http co,neutral
9329,munirahmedap qanoon e-fitrat social system khuda n design kiya mard agay chalna wo dun http co,positive
15582,rt romamatto shehryar taseer salmaantas happi birthday shahe baba spread messag human great human,neutral
8206,ursmileisher dramebaaz yeah want power anyway msg dhongi perfect,neutral
3197,iamirpathan hahahaha allah aisey maulana sahab kaum hifazat farmaye mudd uthan nahi http co,positive
19159,tahassiddiqui kutt k bach hee hram khoon zana aulad pakistan k topic pe kia debat,negative
1132,imk sonu atifbjp rsprasad bjp ticket diy vote ni diya logo vote doge cong http co vqgpfzgrsu,negative
20234,silwatein mowglu roney meri maa bahut khush thi roney meri maa bahut khush thi mai pa http co,positive
38348,bbchindi kabhi apn paiso saifai randi nachwa dete toh aisa nahi humesha sarkari maal udan http co,negative
25280,maafkro becaus eid around corner ca n't wait buy pyari pyari colour choorian,neutral
24029,sambit swaraj gulpanag reallyswara prakashraaj apni bhasa pe sayam rakh http co,neutral
591,aajtak btaega iss pucho tere jiyn b mla usm gina hindu mla kaunsa teri muslim awaadi wale gaao http co,neutral
16289,rt lord ladkiyan cigarett peeti hui kitni attract lagti h,neutral
35703,degre chahy ahmedjavedmian hisab allah pak kri ga inshaallah pehl think k shia peop http co,neutral
25889,hardikpatel va thi spirit anjali vais iska hal dhobi kutta jaisi abhi kidar nahi rahe,positive
18276,aaj time studi boht mehengi hoti ja rahi h agar studi mehengi jayengi hum jese logh padh nahi payeng,negative
19112,goldenthrust ism kaha pata lag raha modi rss k log matlab hindu musalman maar bjp rss http co,neutral
27339,rt hahahaha funni caus true http co sovhyrsyuv,neutral
13890,allindiabakchod great see guy back thetanmay gkhamba mojorojo stupidusmaximu,positive
2372,aliciagilstorf nickyahogan need major time hehe http co,neutral
17808,rubikaliyaquat rehn dijiy rubika ji bechara bada educ knowledg lagta h regard social media,neutral
20315,jgdvaishali tumhari samajh bahar chhez apn ghutno jyada jor mat dalo go kitchen,negative
9555,lol modi interview haha dhokebaaz modi,negative
19384,bjp seat ane pr agl din gst registr free jay maa bharati http co vtbtaigknb,positive
41535,e vm zindabad bjp defeat nahi de sakta chehe jitana bhrastachar karo murder polit sb jayaj http co,negative
14182,rt tzimur ahhh thi nice may allah grant salah mane everyth next life ameen thi life allah strip th,positive
29827,jahalat nahi kiya hy masoom bachon adi horahi hy hiv vaba shakl akhtiar chu http co,neutral
7703,bakwaaa much love friendship peopl forget http co,neutral
20063,blockbust seri waat lagay ga iss bahubali lelo usko flop karwa dega http co,neutral
44779,sir log randi bharuaa kam nahi sale harami log deshdrohi mai galat word esiliy nikalta hui http co,negative
28270,srksaksham utsavrk teri g ku jalri h tujh mtlb katrina maha fuddu actress admit krle,negative
19200,one two surat employ one two even mail resum mil jayegi aapko naukri,neutral
2877,tufailelif chootiya like keep increas bakchodi band,positive
8940,rt joshijubin humorouslyvipul one two sindhi saan lene hawa nahi chura sakog fan duur baat,positive
3438,sunilbansalbjp sir kadi mehanat say mukaam pradesh desh mila pranaam aapko rajeev mishra maharaj bjp uttar pradesh,positive
14498,pakistan captain statement sach saabit rhi h pehla match buri tarah haar gyi shi kha sarfaraj http co,negative
577,rt omcsw u thing ppl u ador becaus u want 's transact 's give take u becaus 's u r su,neutral
26081,tu khelna chodd dega hum dekhna chodd deng love uh infin dhoni thala http co,positive
13240,hernamei bea isk zimmedar wo harami maulana algaowadi neta h apn bacchon foreign p http co sfhsfcnrbn,negative
39403,gabeeno ofcours haram khor unlik ur leader certifi chor,negative
14078,vikasbha uncl chutiya bnaya gya h video doctor h apk modi prem dekht hue aapko bheja gy http co,negative
15839,rt welfarebydssvolunt walk path human show saint dr gurmeet ram rahim singh ji insan dera,neutral
30024,huyyyyyi yung crush sabi niya sakin wait pota felt harrrd,neutral
19928,northerncomd ia adgpi pib india spokespersonmod aapki shahdat shit shit naman vand matram bharat mata ja http co,positive
40753,chawal log intahai chawal log aati wo log wc baqwaa rahe logon http co,neutral
22514,restudwibagja ridwankamil keseringan turun di el pozo jadinya bar-bar,neutral
14628,nimtrend kehn matra bench sthagit diya gaya fir mediat introduc diya sarvsah http co,neutral
34236,asal nay khiyalat islam tou taleem musalman per farz taleem nahi hou http co,neutral
25608,hat 's paaji tajinderbagga bina dar hamesha sach saamn laat yahi dna http co,neutral
12145,play yoosung 's rout 's cinnamon roll heaaarttttttt babi boy must proteccccccc http co,positive
4579,atulreellif bharat favorit human bajrangi sultan salman khan film bharat june dekhna na bhule http co,positive
15493,sushmaswaraj modiji dhanyawaad suresh prabhuji prarthana well pleas ignor thank sushma ma'am http co,neutral
9239,srbachchan one kind word chang someon 's entir day wait love n smile long http co,positive
37566,arvind agarw wa dure elect jais bjp elect jeeta prakat gaya aaltu-faaltu http co,negative
37829,fahad mustafa pure pakistan truck bati k pich lagadia phr awaam subhanallah milna kch http co,negative
40240,sanskari bohot sanskari eat h fuck f ck likht hsoo sanskari,positive
32512,askanshul merut jashn mnane pe jise mara gya mullo wo hindu delhi beti bchane http co mwnomnvnoy,neutral
39695,ayushmann bhai salut u ghajab h brave attempt http co,positive
30098,rt akin makind agebeeka wa good wa veri veri good mean level asha,positive
33854,rt amit mcx sharma ladkiyan effort nhi krti fir kehti whi singl mai voh launda toh hu nhi itni,neutral
23264,find thi awesom record teri mohabbat pagal jaunga smule http co,neutral
26976,bewakoof orat nahi agar orat tu wesey tu fake hey account yeah,negative
13051,yuvaou chahet mourya ji pradesh bhari jeet liy bahut bahut badhai dher sari shubh kamnai,positive
41167,abpnewstv kya hua upenderji kaanha khun nadi bah rahe lovi yahi hal bjp aapko mini http co aayrzirqto,negative
43079,dibang media sahi kaam krti na sir govt januari report de deta lekin media hindu muslim http co,neutral
33114,abidsherali hahahahahahahahahahhahahahaha look talk jhoot moot k bimaar ban k bahar baithay http co,negative
41743,dabe best anim best superhero film ever make favorit away cuz aint wrong,positive
18895,kya iss jit hindustan futur asar padn wala nahi mujh nahi lagta kyu admi nation http co,neutral
27995,look forward insha allah http co,neutral
11045,krkboxoffic kamaalrkhan tu taran adarsh comparison mt kr,neutral
28679,karwahi nahi rahi bar bar jan marn dhamki di ja rahi sarkar manwar yogi adith nath cm http co,negative
29288,rt rahulgandhi sir rtfirinc mhasachiv bnaiy modi bolti band kr deng,negative
18768,writesjodi intens dear jodi thi one time love know next scene like great sto http co,neutral
30144,gappistanradio pradhan panauti ji south africa aapn lapet diya ugla number kiska,neutral
25742,sardanarohit viswa rohit kah raha teri khopdi etn chhed kereng teri khopdi khopdi nahi http co,negative
40864,rashmi hindu kanhaiyakumar aukat dikha di logo anti-nationalist shoot kr aazadi deni cahiy,negative
37091,mustafa ppp khuda naam lo nabi naam lay cheez twist karlo saudia emir http co,neutral
20445,fayezzmd anjanaomkashyap rajgorsid advnehasdub amitshah http co dzlcexpyog,neutral
20748,zeenewshindi vivekoberoi kab celebr ban gaya flop actor wo pehchanta nahi,negative
22752,narendramodi sir mai aapako aapana hero aadarsh manata hu mai aapas purna rup dudak desh hit http co,positive
2848,nehr ani isko chupak rakho bjp ticket na dede isko,neutral
26035,ashortspan paresh shahid siddiqui apn baap yakub menon nam sunkar chup gya bsdk piddi,negative
37848,jaishankar bhai tu jyaada akadna mat tera baap minist bana tu nahi get thank,neutral
24285,gari agg 's jhadu jappi hope make feel better http co,positive
15624,theplacardguy isko gay bolk tune lgbtq walo insult,negative
8259,girl like echt zo n leuk nummer en dan komt opeen die schijt van cardi b sorri maar hoezo kon niemand http co,neutral
8193,rubikaliyaquat incindia great job ignor ramjaan k samay pura din bhukh rakh kr http co,positive
30128,lekin ganga maa bulati modi ji jaat anti nation thewir http co,neutral
21889,call wajjo omg khann aw sweet zaror zaror inshaallah,positive
1366,nice see glow-up peopl may-hem congrat guy wohooo bbye tire year,positive
24996,radhamohanbjp radhamohansingh congratul bhut bhut badhai subhkamnay http co,positive
12576,chai bechna sharm baat nahi tere jais kaamchor nithalley vellley bu pappu http co,negative
13134,nitinbhansali priyankagandhi lekin tumh matlb baat isliy pta nhi chlti kyoki http tco,negative
44556,abe evm nhi chor saal jeet aach kaam wajah jeet harn baari aayi http tco,negative
18878,ani bc bakchodi seema hoti kuchh behan jaisa maan thappad maara saar bjp wale http co nihivsoqtx,negative
27542,kungfupandyax bro delet chutiyappa inhi cancer cheezo kaaran nahi banaya account,negative
40622,teri loda haram kr lode fte condom pedaish sale kutt beej,negative
21817,saj pakpass pakpass bhai unk samn starc cummin coulter nile best pace bowli http co,positive
13499,abpnewshindi amishdevgan anjanaomkashyap aashishsi anu http co,neutral
41772,log opposit kisliy tweet karn dal sashti jayegi itni haar chuki frvi samajh http co,negative
30985,rt askanshul jai shri ram slogan hooligan kashmir mei agar rehna allah-o-akbar kehna ' slogan revolut,negative
7483,tariqrana g hindustan hindu muslim dusr dushman kabhi nahi polit p http co,positive
36584,mina f ngimel kuthi ngibe mali knife go lento gym,neutral
17349,hamada najar abortu tragic indefens love compass famili wish could offer,positive
4893,rinmaye forev rishu aisehi log har legend bura bhala bolt yha tk k god cricket nh http co,negative
16234,rt adanikaran congratul jeet veri proud final engin pennenggrad jeetadani ht,positive
33156,polic shivratan ganj thana vyavastha dekhi jaay sunwai nahi hoti sale paisa kha ba http co ommayphtor,negative
29542,dunia gatia gatia kam liy magar kabhi wow nice post thank share wali harkat nhi,neutral
32699,tobe vet han wo phr agli eidi pr bheju ga na agr kamiyaab hua pr eidi tara rhi agr lora http co osfquanvcb,positive
30721,hallo sorri thi account nonaktif follow new account alya tan pleas unfollow thank,neutral
24649,maryamnsharif azmabokhari bohat bad zaban wazeer ghatia aurat,negative
25711,mamataoffici mamta kabhi mafi nahi melegi wo sirf maharashtra aak dikhay kutt apn http co,negative
34848,pmoindia jai hind sir prashant rathor aaps request karta hoon pubg game india ban dena chah http co,neutral
21488,yeh woh loog jinko nawazmafia corrupt nazar nahi ayi thi inkaay leya gaya qarza nazar nahi ata http co ncczkwchql,negative
32440,anjanaomkashyap yehi chij lagu hoti patrakar madam sahiba ji tarah vipaksh bakhiya ud http co,negative
